PAYMENT_METHOD_ID,CUSTOMER_ID,PAYMENT_TYPE,TOKEN,DISPLAY_NAME,CARD_BRAND,CARD_LAST_FOUR,EXPIRES_MONTH,EXPIRES_YEAR,IS_DEFAULT,IS_VERIFIED,BILLING_ADDRESS,CREATED_AT,LAST_USED_AT
030d63d8-1c92-494e-a3cc-dd19bbe1a590,a3f8ec40-0129-4a09-9dee-63ef04c07491,card,tok_bf3b33e5-b936-4e92-a8fa-,Visa ****8763,visa,8763,10,2027,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-16 07:34:01,2025-12-10 01:03:01
039aa8ff-e28e-4686-924b-a64f4c26814c,df0a7e62-07eb-4001-b510-ba432ab5f1e4,card,tok_06d5d9e5-2944-4fc4-b97d-,Discover ****2952,discover,2952,12,2027,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-06-12 12:16:00,2025-12-02 08:05:00
03f55d54-fddf-4fae-95ad-78156c28584e,b85ab889-d36a-461b-8bd6-2860528a429a,paypal,tok_6f062072-ac6c-49cf-940d-,Mastercard ****3660,mastercard,3660,7,2025,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-21 12:43:57,2025-11-28 04:06:57
041f4655-93c7-455d-9a9c-e5fa84bd124e,5d110b87-5fb8-49f5-b44e-8c38bf07ae0c,card,tok_1ae22896-279f-4430-8020-,Mastercard ****9824,mastercard,9824,1,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-06 11:42:01,2025-11-29 07:42:01
04e3e79c-9940-423a-84e9-a715a8ef0532,1cbc6997-70b0-4aa6-8700-131127b5cd0a,apple_pay,tok_a8e363e9-afff-48da-a1d8-,Visa ****7240,visa,7240,5,2030,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-12 06:07:57,2025-12-03 21:53:57
0508bfdc-e5ed-4891-80a1-c3cf5a3f22d8,7297d66a-e0ed-4ea6-8358-644aef9d89b8,apple_pay,tok_766d205b-bd9b-4222-8a11-,Discover ****7589,discover,7589,9,2028,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-01-07 14:09:00,2025-11-25 19:01:00
051059af-f948-4f60-92fe-7bf883c5dc0d,013867c1-26b5-4c4d-a744-0a08aa9ea848,apple_pay,tok_c5d12780-b89c-46c2-ae87-,Visa ****8916,visa,8916,1,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-03 14:30:59,2025-12-06 01:40:59
054320c0-9de5-4145-8f67-ffd5f8428924,cc998a17-1b80-455c-8bfb-11972adbaeec,card,tok_bd23ec56-171f-49bb-9292-,Amex ****7561,amex,7561,1,2030,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-01-02 19:10:58,2025-11-19 20:41:58
057858b6-ba48-4549-9fdc-43f789e8528d,f4792144-7523-48f5-97ec-4a4041bc9f12,card,tok_7a381ec6-ea4f-4390-b20c-,Mastercard ****8253,mastercard,8253,5,2027,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-09-03 07:49:59,2025-12-01 18:51:59
05ac7d64-4287-4bf0-a87b-9abc23042fe3,4a8aaa37-c51e-4993-98ae-58fdff66a55f,card,tok_e8c6e255-f02a-439b-b4ee-,Discover ****7283,discover,7283,8,2027,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-09-30 23:21:00,2025-12-06 01:29:00
05af4b37-dc44-44a1-8293-a525a7e7ed70,20bacc92-f9fe-4e66-9726-c07d7886b657,card,tok_703f1053-119c-4f06-bd88-,Amex ****1956,amex,1956,3,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2024-12-22 00:07:58,2025-12-02 17:49:58
05ffa3ce-4f4a-4a36-a21d-a6b15ec9fed0,4150efa4-463f-406c-8870-05475186c8b5,apple_pay,tok_6b35f005-c79f-46c7-ad88-,Amex ****8505,amex,8505,8,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-12 13:24:55,2025-12-05 03:54:55
068f9eb3-d157-4e48-b1c7-370d28959df2,712ee014-b784-46bf-b5ae-3c109d263ce6,card,tok_5ffdca36-9f5e-4ac0-bab6-,Mastercard ****9925,mastercard,9925,9,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-05-19 21:02:57,2025-12-06 00:40:57
06e8bff1-ed8f-4a5c-9911-aec7a6063a62,f8787e31-a9da-4ac9-805d-38a8c613f70c,apple_pay,tok_373416ea-6f3f-4142-a8a3-,Visa ****7546,visa,7546,7,2027,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-04-18 21:22:00,2025-12-02 06:51:00
071bda2d-47c6-4975-9ed0-6b776b0e3f11,c78723b1-ba69-4e60-bb19-04c265450ea1,card,tok_25e0bde3-7654-466e-9405-,Visa ****5554,visa,5554,12,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-04-09 21:46:54,2025-11-26 19:22:54
0811dbc2-7a87-4289-9049-bd6d1868bdfd,f062202b-2d4f-439a-b4d8-7bf70f02750e,apple_pay,tok_8879f254-295c-4972-85fe-,Mastercard ****1065,mastercard,1065,6,2027,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-17 20:29:53,2025-12-14 09:15:53
08170729-f76e-4c40-88f1-6dfc5c2a7cf3,41261d6c-b206-4d2e-b813-ff8bab46a5dd,card,tok_fcfdc53f-e756-48da-b53c-,Visa ****7344,visa,7344,11,2030,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-03 14:49:01,2025-12-07 01:09:01
0881a355-838d-4d9b-affc-08f899ec9b4c,e5369dcb-71ef-433a-a751-1cb131a97067,card,tok_2c482d57-4fb3-4140-b002-,Discover ****3048,discover,3048,1,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-01-27 10:43:56,2025-11-28 20:02:56
08c37357-2941-4143-91ed-460c8501a6a2,2d573e5b-c8c8-4729-a6b3-682522ebced8,apple_pay,tok_4f660337-c1a0-4fca-b944-,Amex ****6626,amex,6626,12,2028,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2024-12-25 20:12:01,2025-12-14 19:44:01
09087408-ce4d-4085-a11a-dce75838673d,8264e502-3f97-4f94-b49e-07cbc81092a1,paypal,tok_2ad1f901-62a5-4831-b7f0-,Amex ****5426,amex,5426,5,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-08-19 12:56:02,2025-12-11 12:53:02
093ead34-4a5e-430b-ae5d-51ddb4e2e36f,fe244df2-7a94-468f-b645-599d578cfceb,card,tok_5388dc3d-ba2e-449d-b1d0-,Amex ****6754,amex,6754,6,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-09-08 12:35:01,2025-11-23 07:50:01
0953853f-f1c9-491f-9ade-ade78da0c757,6f991cf2-8ec9-4fa7-b9dd-cccb3d88b0d2,card,tok_a6a5bb94-47db-4f78-b20e-,Discover ****9917,discover,9917,8,2025,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-11 13:44:57,2025-12-13 01:07:57
097241e2-73e5-4b12-b26b-2dd7ab260254,cbeeb124-b0ec-4d07-89f5-8549251272ce,paypal,tok_fa52620e-98e1-4e02-864a-,Amex ****5951,amex,5951,1,2030,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-11-06 19:36:55,2025-11-21 01:20:55
0976a5ba-9d51-494a-8f93-94843a31d67d,357cbae5-0796-4274-9962-a7d2e7e3445e,card,tok_f8a42316-d16d-4386-b2a0-,Amex ****5292,amex,5292,4,2025,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-06 06:22:56,2025-12-12 02:35:56
0a018dac-3dc9-426e-aded-391f31a5bac7,8b0916bf-c784-402d-a5bd-b52bfd02d2bc,card,tok_49c87805-10a9-4041-8ae3-,Mastercard ****2626,mastercard,2626,2,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-01-12 03:10:59,2025-11-20 01:19:59
0a02f5e1-dbc2-4e7c-8c9b-2c829d27a4fc,228a0c42-f5ba-4685-96f3-1f4565aaab15,paypal,tok_15540af6-4d35-4266-8a34-,Mastercard ****5487,mastercard,5487,5,2030,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-28 17:14:59,2025-12-05 14:11:59
0a0b5895-6a90-477a-a53e-0fbb9e043005,61e9d4eb-3d1b-49f4-acfd-19c5ff1e7205,card,tok_72a19a8b-5491-4692-8ad5-,Amex ****5221,amex,5221,5,2030,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-05-17 09:34:55,2025-11-24 04:14:55
0a51e83b-8cba-473d-8710-7b2c18dd7cd1,7be89fe1-1e06-43b4-b678-07223692b8b3,card,tok_f000a40a-8fb0-4c61-8aa6-,Visa ****7460,visa,7460,7,2026,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-14 15:17:55,2025-12-15 05:42:55
0a74427e-06fb-478e-aa08-17b581601098,db923e5a-ac2c-44e4-be24-a4aba6c00d05,paypal,tok_56590e67-0fd0-411a-b9ab-,Mastercard ****5046,mastercard,5046,2,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-16 05:46:00,2025-12-14 09:26:00
0b01f6b3-4d9e-48c2-a5ef-44a60c0e4243,9bc8efe0-8683-4b23-8657-e130f0731c0c,paypal,tok_686325dc-95fd-4805-976e-,Amex ****7956,amex,7956,2,2026,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-11-19 22:10:57,2025-12-10 17:04:57
0b3dca92-455b-4103-b437-085eadaf8b39,dd43f6b0-7d25-4f08-aefe-8525f925af4d,paypal,tok_f3099447-a8a0-4cf6-a0f8-,Amex ****7605,amex,7605,11,2026,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-04-30 13:45:01,2025-12-06 15:08:01
0ca688a1-a0dc-456e-ba79-50e4c5ba159c,437de7c4-c3bb-4286-b2c0-cfb12d268117,card,tok_af65e738-727c-436b-80fc-,Amex ****5702,amex,5702,11,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-06 15:56:59,2025-12-11 04:53:59
0cfe3a95-f707-4c05-a815-092de2b54824,b6388aab-919c-484a-86bc-29d50aea9210,apple_pay,tok_a800ab17-2e25-496c-8396-,Discover ****6377,discover,6377,6,2025,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-03 02:10:56,2025-12-11 04:49:56
0d0635e1-cee9-4085-8c46-b7c6deaa8c34,566cbc71-75a1-4e68-95b4-65afa39022c0,card,tok_b4288834-9669-4ecc-a8c3-,Visa ****8135,visa,8135,6,2028,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-04-30 16:56:54,2025-12-19 06:35:54
0d0d683e-4603-4973-9345-1baa6fe2b2bc,daabe36b-c61f-4ed4-97a5-8187651c663d,card,tok_8060b318-2046-426d-a295-,Amex ****4885,amex,4885,10,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-04 12:48:00,2025-12-10 12:49:00
0d167625-27aa-4aab-b9b6-3885832c7e8e,1ca79999-3ed4-4983-8333-ee38a4652ebd,apple_pay,tok_10caea84-e38b-484e-9384-,Discover ****8437,discover,8437,8,2025,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-05 07:12:57,2025-12-09 18:14:57
0db75d9f-66d7-4a5f-a061-e482162174a5,aea38b6a-1a84-4927-a258-f0913a647a18,apple_pay,tok_d70cc84d-4b57-46ec-bd2a-,Mastercard ****8379,mastercard,8379,9,2028,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-08-19 02:47:00,2025-11-22 16:36:00
0e485659-4aec-427e-a8fe-586c07bfeae8,e1329615-654f-4ab9-8f1e-7a982a629604,paypal,tok_fade20cd-7d91-40f8-8ca7-,Visa ****2450,visa,2450,10,2027,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-08 22:00:55,2025-12-15 14:55:55
0e65ff0f-27c0-419a-8b9d-3947d55d0555,81a7d6ce-58dd-4630-8ab3-a0c50db2fc18,apple_pay,tok_9e19fc7b-bab7-485c-9865-,Amex ****8871,amex,8871,8,2028,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-09-03 20:24:55,2025-11-19 11:24:55
0e956953-f936-4eff-a27b-0f9995448981,64daf380-6ea5-433f-a475-3bb150b8965f,card,tok_c204acf7-b3e9-4976-8e17-,Amex ****7836,amex,7836,12,2028,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-23 14:45:59,2025-12-18 18:40:59
0eb2af58-49df-4834-b48e-da02ae75dc1c,351643c2-7716-4cf9-801a-e60ba228318a,card,tok_13b0089b-ad0f-4d94-8a07-,Amex ****7985,amex,7985,3,2025,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-08-25 06:03:56,2025-12-07 20:27:56
0ed344df-db03-4dd5-8934-da42f2d8ad1d,daabe36b-c61f-4ed4-97a5-8187651c663d,card,tok_fd3ddfe2-313c-4db5-bad0-,Discover ****9003,discover,9003,11,2027,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-02 15:42:00,2025-11-26 19:27:00
0f3507c0-eabd-4ddb-a2dd-f6defea0ee6a,feae3c02-0cff-4289-8d57-696f5d89aec8,card,tok_dcd1c67b-0837-48bf-9382-,Visa ****9510,visa,9510,11,2025,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-05-03 06:44:57,2025-11-28 20:31:57
0f3b484a-71c7-492b-80ce-522067e0c18d,a533845d-30ca-4524-af3f-af76f9cfc5bc,card,tok_8d091bbd-9147-4a68-9c7c-,Visa ****7562,visa,7562,11,2026,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-07 02:05:57,2025-12-04 01:59:57
0f7d4096-a79b-4369-a9bc-d790eba7d496,7f973500-a2ad-4efc-a653-ce420d80042f,card,tok_d97cc6f5-7eae-4932-8fd0-,Amex ****3770,amex,3770,10,2028,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-11-03 15:35:54,2025-12-01 10:58:54
0f8c0616-4dcc-47c9-a2cf-cc7aee9bc931,4548a609-2df3-4535-9659-c3bbc83d076c,paypal,tok_03edf075-7e54-4677-a9ad-,Mastercard ****5575,mastercard,5575,11,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-13 03:48:54,2025-11-28 05:35:54
0fe22ac9-7332-45fe-8cc1-974166f3d4b7,658adb31-1aa9-4bf4-913f-7ff653806661,paypal,tok_8d2c6f1f-0054-44eb-aff7-,Mastercard ****2920,mastercard,2920,1,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-08-06 03:21:54,2025-11-28 04:00:54
101e3987-f981-4770-a050-f0aeaead1800,e407000c-fc8b-4af1-8843-e63ee0044c01,card,tok_c0643c18-14e1-4f4d-9a25-,Visa ****9199,visa,9199,10,2028,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-23 08:55:59,2025-12-02 11:10:59
1020c525-a229-465d-b079-467f6113ef5b,d794cb10-7fd6-4515-9b4f-f95d861513dd,card,tok_10f87581-b2fd-4697-9989-,Discover ****1493,discover,1493,12,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-12 07:35:59,2025-12-08 21:08:59
10327ba7-18b1-40bb-8740-1ae26c865f6f,3b5e33a1-d68d-40f3-9a87-b463ec1e9d4b,card,tok_02148d62-1089-46dc-8826-,Visa ****7449,visa,7449,2,2025,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-04-09 10:56:56,2025-12-19 07:23:56
10602294-c1ae-4b66-84b3-bed713d0509b,ab2b2497-509b-4ded-ac31-c7fcff7c1c81,card,tok_344b9eca-6a05-47e3-a4c7-,Discover ****6521,discover,6521,2,2028,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-17 17:22:55,2025-12-14 03:31:55
1071147f-75c6-40db-94a9-ca0303b4bb31,448406ba-cd56-49b3-a8d6-6f001a156d3a,card,tok_7ea4509c-0ccd-4e36-8721-,Mastercard ****5034,mastercard,5034,10,2026,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-10-25 00:10:01,2025-12-04 09:28:01
1126eafa-6851-41da-9596-f8a950639c31,642cc881-38b8-49fb-a32c-6deaa634b599,card,tok_dbbe7f26-028a-4b39-a723-,Amex ****8163,amex,8163,2,2026,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-28 04:59:58,2025-12-08 01:55:58
118a4e5c-6583-4611-9764-95e000c8337b,df961828-9700-4c22-88a2-066de2612856,card,tok_9f029314-6c71-4713-b13f-,Amex ****8076,amex,8076,7,2025,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2024-12-27 13:13:00,2025-11-24 01:17:00
11a226ff-5a22-4a83-b3bc-6cc7092d18bd,2a71b224-d691-4fa0-9a4f-895ddb78ecb6,apple_pay,tok_f3e3ac43-2921-4294-915c-,Visa ****4725,visa,4725,8,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-12 20:13:59,2025-12-04 22:31:59
11b1f3c8-4133-4c72-8e3a-73ab6a015493,84a1892a-fb93-4513-93ee-4f5fe4055296,card,tok_f4641ea1-83de-44cb-a7e2-,Amex ****5209,amex,5209,7,2030,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-02 02:31:01,2025-12-11 01:10:01
1240a15b-a79c-4053-a056-3d92fad375fa,69191c78-edca-4bef-94b8-f566e506ab0c,card,tok_b6eb4792-a3cb-4125-acd0-,Amex ****2607,amex,2607,6,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-09-02 12:31:57,2025-12-18 12:22:57
1251027d-4f70-4bc0-8578-b5456dd72f5c,9ed9b40d-01a1-46c0-bcc1-c2ae08f7ebc8,paypal,tok_c57baf48-ad36-4f23-8d55-,Discover ****4310,discover,4310,7,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-11-14 23:37:59,2025-11-30 21:45:59
1289e439-21f5-4af7-88f3-daf14dc2ae2c,d9af688f-ba42-469f-bd46-b09524ba3aea,card,tok_4d5af9fb-eeeb-4f5d-a47c-,Discover ****6305,discover,6305,9,2027,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-10 07:16:01,2025-12-16 22:44:01
12b4e880-97a6-49b7-8427-55d03d01a924,aeaa2161-978a-4b35-9d83-72d6ba2cabb1,apple_pay,tok_147504bf-e498-4ef6-b82d-,Mastercard ****8758,mastercard,8758,9,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-01-15 10:03:56,2025-12-07 19:10:56
12d321df-924c-4931-9e1d-9cd2b698dba3,d054edd7-393c-4a8d-8b2f-81ec8a2a27a1,card,tok_ad351ece-2c22-4802-a640-,Visa ****7324,visa,7324,8,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-06 14:01:00,2025-12-08 00:39:00
12d64364-e854-4eaa-b072-9bcd40fab6dd,9f78bf85-fd19-4d1f-8367-f9be8fbeef23,card,tok_26de9ee6-b534-4d87-be9e-,Discover ****8093,discover,8093,10,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-13 02:03:57,2025-11-20 01:05:57
12edd381-d236-4f7e-9f65-fd54d86c11a8,f20e4f3e-3d49-48ba-abeb-12b7ea77ee33,paypal,tok_36c0b87e-9450-4b79-abfa-,Discover ****2614,discover,2614,11,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-06-08 11:54:00,2025-12-06 21:28:00
134ea9bd-ed5e-4612-84e9-509e04583041,2f26e112-4c33-4656-ac7c-6d720455cc91,apple_pay,tok_1444cea1-ffff-4e8a-8085-,Mastercard ****5145,mastercard,5145,10,2028,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-02-11 03:07:54,2025-11-24 19:12:54
1360e677-4287-4c45-b166-14c35e67e75e,e3f107ef-0c56-4166-b1b7-065c077244a1,paypal,tok_47ad1040-7ad5-4861-972c-,Discover ****8287,discover,8287,8,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-05-31 12:05:54,2025-11-19 20:56:54
1379dccf-b749-44ce-8c75-c3e5d3170aed,2b3dd0ed-cb58-4c3a-871f-ffa3d669b0dc,card,tok_899f0a74-dfa9-4776-ab0e-,Amex ****9605,amex,9605,1,2025,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-06-12 23:00:59,2025-12-09 17:15:59
13821842-6ff8-4de6-a9db-8a975abb4ef2,57cacaa6-326d-4407-92f0-b9270bab05b8,paypal,tok_1835f763-cad1-4649-bd43-,Mastercard ****9429,mastercard,9429,10,2025,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-07-30 06:24:01,2025-12-08 11:59:01
13ad324c-126e-427d-bf78-c4abbbb2e9a7,914a4e27-c428-431c-b063-3aab3ade11ae,card,tok_60e4cbf5-cef1-4320-95da-,Amex ****4131,amex,4131,6,2026,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-09 23:15:59,2025-11-21 10:24:59
14167962-7245-4e5b-8139-582d002cd5aa,32ff5507-0eb6-48fd-b448-f70f4e345ea5,card,tok_2902ecaa-d04a-46f3-91a0-,Amex ****2570,amex,2570,4,2029,False,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-02 12:23:59,2025-11-23 00:36:59
14390211-372d-4501-a120-410052ae9baa,4bb2884a-d2d4-45ce-881c-0710bfb794ab,card,tok_8a96d0cc-3768-49f8-b08c-,Discover ****6007,discover,6007,8,2025,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-03-24 01:31:57,2025-11-21 16:07:57
15494a33-b198-4510-bd35-183dd205746b,2995e54b-fc81-4c0e-af10-bcf67d770200,apple_pay,tok_a57e4e50-a738-4ad3-9af5-,Discover ****4772,discover,4772,12,2029,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-04-16 06:53:58,2025-12-15 12:32:58
15d36426-39b3-4f90-a67e-dd8c84d45df6,f54763ea-ea8f-4c50-af87-f46578192299,paypal,tok_2fbb92e9-c102-4da5-afc3-,Amex ****2677,amex,2677,5,2026,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-04-06 11:41:00,2025-12-07 10:13:00
15f1e1cf-8abf-4139-9673-9dee9af22ba4,7cff9bac-f23f-4b1f-b916-dfa075887c47,card,tok_2023878c-a356-49c5-9b86-,Mastercard ****7359,mastercard,7359,7,2028,True,True,"{""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}",2025-11-11 04:49:57,2025-12-03 18:34:57
